13.686 , 0.563 , 1.089 , 2.232 , 6.213 , 10.330 , 
19.322 , 0.509 , 1.177 , 1.515 , 5.845 , 10.954 , 
13.669 , 0.440 , 1.000 , 1.152 , 3.998 , 10.288 , 
